listing_id,city,locality_name,address,bhk,rent,size,area_type,floor_num,total_floors,bathroom,furnishing_status,tenant_preferred,point_of_contact
LST102679,Mumbai,Mindspace,"Rustomjee Elanza, Mindspace",1,15000.0,249.0,Super Area,28.0,30.0,1.0,Semi-Furnished,Family,Contact Owner
LST100214,Mumbai,Kandivali East,"Highway Park Apartment, Kandivali East",1,22000.0,433.0,Carpet Area,2.0,7.0,2.0,Unfurnished,Bachelors,Contact Agent
LST104290,Mumbai,Dadar East,"Island City Centre, Dadar East",1,35000.0,500.0,Super Area,10.0,16.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST100876,Mumbai,Malad East,Malad East,1,30000.0,330.0,Carpet Area,13.0,40.0,1.0,Furnished,Family,Contact Agent
LST104916,Mumbai,7 Bungalows Andheri West,7 Bungalows Andheri West,1,24500.0,371.0,Super Area,26.0,42.0,2.0,Unfurnished,Bachelors,Contact Agent
LST101699,Mumbai,Ghatla,"vanamali chs ghatla, Ghatla",5,562000.0,3000.0,Super Area,15.0,15.0,5.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST103344,Mumbai,Mira Road,Mira Road,1,49000.0,495.0,Super Area,12.0,13.0,1.0,Semi-Furnished,Family,Contact Owner
LST100613,Mumbai,Mazgaon,Mazgaon,1,36000.0,380.0,Carpet Area,12.0,20.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST103139,Mumbai,Suram Park Society,Suram Park Society,1,36500.0,382.0,Super Area,15.0,58.0,2.0,Unfurnished,Family,Contact Owner
LST104543,Mumbai,Parel,"Crescent Bay Callisto, Parel",4,195500.0,1586.0,Carpet Area,33.0,44.0,4.0,Unfurnished,Bachelors,Contact Agent
LST104573,Mumbai,Prabhadevi,"MHADA Century Mill, Prabhadevi",2,43000.0,611.0,Super Area,48.0,68.0,2.0,Furnished,Bachelors,Contact Agent
LST104467,Mumbai,Powai,"Panch Complex, Powai",2,82500.0,753.0,Super Area,16.0,25.0,1.0,Unfurnished,Family,Contact Agent
LST100944,Mumbai,Borivali West,Borivali West,1,25000.0,641.0,Super Area,3.0,8.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST102551,Mumbai,Hiranandani Gardens,"Hiranandani Gardens Torino, Hiranandani Gardens",3,82000.0,1029.0,Super Area,2.0,4.0,2.0,Unfurnished,Bachelors,Contact Agent
LST100266,Mumbai,Dadar TT Circle,"Island City Centre, Dadar TT Circle",3,180000.0,1600.0,Carpet Area,17.0,60.0,4.0,Furnished,Bachelors/Family,Contact Agent
LST103065,Mumbai,4 Bunglows,"Adani Western Heights, 4 Bunglows",4,157500.0,1552.0,Carpet Area,15.0,38.0,5.0,Furnished,Bachelors,Contact Owner
LST101509,Mumbai,Goregaon East,Goregaon East,4,178000.0,1913.0,Carpet Area,3.0,15.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104406,Mumbai,Chandivali,Chandivali,2,50500.0,802.0,Super Area,3.0,36.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST101518,Mumbai,Andheri East,"Trans Residency, Andheri East",2,46000.0,604.0,Carpet Area,6.0,10.0,1.0,Semi-Furnished,Family,Contact Owner
LST103765,Mumbai,in Mahim West,in Mahim West,1,38000.0,424.0,Super Area,2.0,22.0,1.0,Unfurnished,Bachelors,Contact Owner
LST103707,Mumbai,Chakala MIDC,"Lodha Eternis, Chakala MIDC",3,242000.0,1255.0,Super Area,19.0,25.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST104582,Mumbai,Perry Rd,Perry Rd,3,51500.0,837.0,Super Area,19.0,28.0,4.0,Unfurnished,Family,Contact Owner
LST102117,Mumbai,Seven Bungalows,"7 Bungalow, Seven Bungalows",3,77500.0,1744.0,Carpet Area,8.0,19.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST100745,Mumbai,Malabar Hill,Malabar Hill,1,85000.0,650.0,Super Area,3.0,8.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST104252,Mumbai,Chembur East,"Sufalam CHS, Chembur East",2,79500.0,717.0,Carpet Area,4.0,27.0,1.0,Unfurnished,Family,Contact Agent
LST104782,Mumbai,Bandra East,Bandra East,1,18500.0,434.0,Super Area,12.0,29.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST103544,Mumbai,Kandivali East,"Gokul Gagan, Thakur Village, Kandivali East",2,43000.0,689.0,Super Area,5.0,17.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST102777,Mumbai,Dhanukar Wadi,Dhanukar Wadi,1,17000.0,312.0,Carpet Area,7.0,21.0,1.0,Unfurnished,Bachelors,Contact Owner
LST100380,Mumbai,Nalasopara,"Nakoda Heights, Nalasopara",2,8000.0,550.0,Carpet Area,3.0,9.0,2.0,Unfurnished,Family,Contact Agent
LST104496,Mumbai,Goregaon East,"Conwood Astoria, Goregaon East",2,35500.0,900.0,Carpet Area,41.0,41.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST102688,Mumbai,Sakinaka Junction,"Dsk Madhuban, Sakinaka Junction",2,57500.0,852.0,Carpet Area,25.0,48.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104355,Mumbai,Gomant Nagar,"Rustomjee Regency, Gomant Nagar",1,39000.0,574.0,Super Area,7.0,9.0,1.0,Furnished,Family,Contact Owner
LST100587,Mumbai,Mulund West,Mulund West,1,24000.0,450.0,Carpet Area,2.0,4.0,1.0,Unfurnished,Bachelors,Contact Agent
LST104321,Mumbai,Goregaon East,Goregaon East,2,179000.0,798.0,Super Area,11.0,14.0,3.0,Furnished,Bachelors,Contact Agent
LST102902,Mumbai,Hiranandani Gardens,"Hiranandani Gardens Odyssey I, Hiranandani Gardens",1,10000.0,348.0,Carpet Area,-2.0,18.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101932,Mumbai,Bhoiwada,"Crescent Bay T3, Bhoiwada",2,660000.0,703.0,Carpet Area,5.0,13.0,2.0,Furnished,Bachelors,Contact Owner
LST100065,Mumbai,Lower Parel,"Lodha World Crest, Lower Parel",4,350000.0,1970.0,Carpet Area,39.0,60.0,5.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102101,Mumbai,Kandivali West,"Sakhi, Kandivali West",1,19500.0,414.0,Carpet Area,14.0,33.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101433,Mumbai,IRLA,IRLA,4,167500.0,1551.0,Carpet Area,10.0,37.0,4.0,Unfurnished,Bachelors/Family,Contact Agent
LST100253,Mumbai,Bandra West,Bandra West,3,150000.0,1250.0,Carpet Area,6.0,12.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST100654,Mumbai,Kandivali East,"Aspire, Thakur Village, Kandivali East",2,35000.0,615.0,Carpet Area,6.0,14.0,2.0,Unfurnished,Family,Contact Owner
LST104062,Mumbai,Mulund West,"Wadhwa Atmosphere, Mulund West",2,39500.0,775.0,Super Area,17.0,28.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST100861,Mumbai,Bhandup West,"Kalpataru Crest, Bhandup West",2,45000.0,771.0,Carpet Area,20.0,37.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST103559,Mumbai,Hiranandani Gardens,Hiranandani Gardens,1,88000.0,626.0,Super Area,5.0,21.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST100484,Mumbai,Kanjurmarg East,Kanjurmarg East,1,15000.0,375.0,Super Area,13.0,16.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST101050,Mumbai,Andheri West,"Cosmopolis Tower, Andheri West",2,129000.0,964.0,Carpet Area,3.0,30.0,3.0,Furnished,Family,Contact Agent
LST100385,Mumbai,Akurli Nagar,"Oasis, Akurli Nagar",2,34000.0,583.0,Carpet Area,10.0,23.0,2.0,Unfurnished,Family,Contact Agent
LST103168,Mumbai,Collector Colony,Collector Colony,1,21000.0,246.0,Carpet Area,5.0,14.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST101573,Mumbai,Naigaon East,Naigaon East,4,274000.0,2283.0,Super Area,8.0,20.0,3.0,Furnished,Bachelors,Contact Owner
LST104266,Mumbai,Kandivali West,"RNA ROYALE PARK, Kandivali West",1,40000.0,427.0,Super Area,15.0,20.0,1.0,Semi-Furnished,Family,Contact Owner
LST104303,Mumbai,Parel,"Lodha Venezia, Parel",2,58000.0,786.0,Super Area,2.0,13.0,1.0,Furnished,Family,Contact Agent
LST101292,Mumbai,Andheri East,"Runwal Elina, Andheri East",3,102500.0,1197.0,Carpet Area,2.0,17.0,3.0,Furnished,Family,Contact Agent
LST101345,Mumbai,Byculla West,Byculla West,1,25000.0,297.0,Super Area,30.0,58.0,1.0,Unfurnished,Family,Contact Owner
LST103957,Mumbai,Goregaon East,"Velentine Tower, Goregaon East",1,27000.0,466.0,Super Area,18.0,20.0,1.0,Furnished,Family,Contact Owner
LST102064,Mumbai,Waterfield Road,Waterfield Road,1,21000.0,446.0,Carpet Area,5.0,23.0,1.0,Unfurnished,Family,Contact Agent
LST102067,Mumbai,Nalasopara,"Nakoda Heights, Nalasopara",4,494500.0,3043.0,Super Area,18.0,23.0,4.0,Furnished,Bachelors,Contact Agent
LST101837,Mumbai,Lokhandwala Twp,"Spring Leaf, Lokhandwala Twp",2,107000.0,753.0,Super Area,3.0,62.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST103316,Mumbai,Sunder Nagar,"Dheeraj Kiran CHS Walad West, Sunder Nagar",3,87000.0,727.0,Carpet Area,15.0,24.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST101386,Mumbai,Parmanand Wadi,Parmanand Wadi,1,7500.0,384.0,Super Area,4.0,11.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST104750,Mumbai,Chembur,"MJ Shah Centrio, Chembur",2,36500.0,685.0,Carpet Area,6.0,7.0,2.0,Furnished,Bachelors,Contact Owner
LST100712,Mumbai,Link Road,"Orchid Residency, Link Road",3,55000.0,999.0,Carpet Area,14.0,23.0,2.0,Semi-Furnished,Family,Contact Agent
LST104451,Mumbai,Bhandup West,"Dreams Complex, Bhandup West",2,44500.0,598.0,Super Area,6.0,15.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST101867,Mumbai,Vile Parle West,"Irla, Vile Parle West",3,415000.0,1992.0,Carpet Area,7.0,17.0,4.0,Furnished,Family,Contact Agent
LST100697,Mumbai,Bandra West,Bandra West,2,130000.0,700.0,Carpet Area,7.0,10.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST101578,Mumbai,Mahavir Nagar,"Anant Bhoomi, Mahavir Nagar",1,39500.0,425.0,Super Area,21.0,33.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST100016,Mumbai,Powai,"Hiranandani Castle Rock, Powai",2,85000.0,753.0,Carpet Area,18.0,24.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103403,Mumbai,Powai,Powai,2,32000.0,650.0,Super Area,7.0,9.0,2.0,Furnished,Bachelors,Contact Agent
LST104660,Mumbai,Bandra West,"Sunflower Apartment, Bandra West",1,11000.0,638.0,Carpet Area,19.0,25.0,1.0,Semi-Furnished,Family,Contact Owner
LST103422,Mumbai,Amit Nagar,"Badrinath Tower, Amit Nagar",3,139500.0,1219.5,Carpet Area,25.0,28.0,2.0,Unfurnished,Family,Contact Agent
LST102748,Mumbai,Worli,"Indiabulls Blu, Worli",1,34000.0,450.0,Carpet Area,8.0,17.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST101728,Mumbai,Jacob Circle,Jacob Circle,2,80500.0,839.0,Carpet Area,19.0,30.0,1.0,Furnished,Bachelors,Contact Owner
LST101195,Mumbai,Malad West,"Shiv Ganga Apartment, Malad West",2,105000.0,1270.0,Carpet Area,13.0,16.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST100870,Mumbai,Srinagarchs chembur west near sankralyammandir,Srinagarchs chembur west near sankralyammandir,1,26000.0,650.0,Super Area,1.0,3.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102925,Mumbai,Shri Swami Samarth Nagar,Shri Swami Samarth Nagar,2,61000.0,618.0,Built Up Area,45.0,75.0,2.0,Semi-Furnished,Family,Contact Owner
LST101615,Mumbai,Kanjurmarg West,"Tulip at Runwal Forests, Kanjurmarg West",3,114000.0,1312.0,Carpet Area,10.0,12.0,4.0,Unfurnished,Bachelors,Contact Agent
LST103711,Mumbai,Oshiwara,Oshiwara,1,36000.0,477.0,Carpet Area,25.0,48.0,1.0,Semi-Furnished,Family,Contact Agent
LST102360,Mumbai,Yari Road,Yari Road,2,39500.0,737.0,Carpet Area,10.0,28.0,1.0,Semi-Furnished,Family,Contact Agent
LST103455,Mumbai,Sakinaka Junction,"Crescent Solitaire, Sakinaka Junction",1,32000.0,449.0,Super Area,9.0,55.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST100708,Mumbai,Jacob Circle,Jacob Circle,2,62000.0,650.0,Carpet Area,11.0,25.0,2.0,Unfurnished,Family,Contact Agent
LST101918,Mumbai,Andheri West,"Oberoi Springs, Andheri West",1,10000.0,552.0,Carpet Area,12.0,29.0,2.0,Unfurnished,Family,Contact Owner
LST102666,Mumbai,Dina Bama Estate,Dina Bama Estate,1,15500.0,153.0,Super Area,5.0,17.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST101706,Mumbai,Mahim,Mahim,3,309500.0,1859.0,Super Area,19.0,37.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104749,Mumbai,Dadar West,Dadar West,3,63000.0,1221.0,Carpet Area,11.0,21.0,3.0,Unfurnished,Bachelors,Contact Agent
LST101758,Mumbai,shabri shan,shabri shan,3,82500.0,1335.0,Super Area,9.0,38.0,4.0,Furnished,Bachelors/Family,Contact Agent
LST103340,Mumbai,Yari Road,Yari Road,2,44000.0,685.0,Carpet Area,7.0,10.0,3.0,Unfurnished,Bachelors,Contact Owner
LST102807,Mumbai,Sion Trombay Road,"Altavista, Sion Trombay Road",3,120500.0,1460.0,Super Area,65.0,76.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST103701,Mumbai,Powai,"Shiv Bhagtani Manor 3A, Powai",1,11000.0,552.0,Super Area,19.0,34.0,1.0,Semi-Furnished,Family,Contact Owner
LST102559,Mumbai,Worli,"Raheja Imperia, Worli",2,85000.0,1247.0,Carpet Area,1.0,8.0,1.0,Unfurnished,Bachelors,Contact Owner
LST101003,Mumbai,Moti Nagar,"Montana Giona, Moti Nagar",2,46000.0,788.0,Super Area,5.0,5.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST104360,Mumbai,Thakur Complex,Thakur Complex,2,39500.0,674.0,Carpet Area,18.0,32.0,2.0,Unfurnished,Family,Contact Agent
LST101489,Mumbai,shanti kutir tunga village powai,shanti kutir tunga village powai,3,65000.0,1208.0,Super Area,11.0,25.0,4.0,Unfurnished,Bachelors/Family,Contact Agent
LST104458,Mumbai,Kanch Pada,"Auris Serenity, Kanch Pada",3,148000.0,876.0,Super Area,7.0,16.0,3.0,Semi-Furnished,Family,Contact Owner
LST102005,Mumbai,90 ft road,90 ft road,1,49500.0,432.0,Super Area,6.0,30.0,1.0,Furnished,Bachelors,Contact Agent
LST103846,Mumbai,Dadar East,"Bombay Dyeing Two ICC, Dadar East",2,47500.0,471.0,Carpet Area,0.0,3.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101241,Mumbai,Goregaon East,"Balkrishna, Goregaon East",2,122500.0,927.0,Super Area,5.0,27.0,1.0,Furnished,Family,Contact Owner
LST101498,Mumbai,Nalasopara,"Deep Heights, Nalasopara",2,12000.0,605.0,Carpet Area,12.0,12.0,2.0,Semi-Furnished,Family,Contact Owner
LST103425,Mumbai,Lokhandwala Twp,"Oasis, Lokhandwala Twp",2,86500.0,730.0,Carpet Area,7.0,12.0,3.0,Furnished,Family,Contact Agent
LST102667,Mumbai,Vikhroli,Vikhroli,1,59500.0,622.0,Super Area,11.0,19.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST102864,Mumbai,buena vista,buena vista,3,75500.0,947.0,Carpet Area,9.0,22.0,4.0,Furnished,Bachelors,Contact Agent
LST103873,Mumbai,Ghatkopar,Ghatkopar,2,179500.0,897.0,Super Area,13.0,40.0,3.0,Furnished,Bachelors,Contact Owner
LST101858,Mumbai,Kandivali East,"Vishnu Shivam Tower, Thakur Village, Kandivali East",3,197000.0,1089.0,Carpet Area,10.0,20.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST104823,Mumbai,Yashodham,Yashodham,1,36500.0,450.0,Super Area,53.0,60.0,1.0,Unfurnished,Bachelors,Contact Owner
LST103482,Mumbai,Andheri East,"Bindra Complex , Andheri East",3,166000.0,1669.0,Super Area,20.0,30.0,3.0,Furnished,Family,Contact Agent
LST104046,Mumbai,Poonam Gardens,"Swayam Apartment, Poonam Gardens",1,22500.0,328.0,Super Area,11.0,51.0,1.0,Furnished,Family,Contact Agent
LST102002,Mumbai,Mulund West,"Sheth Montana, Mulund West",2,81000.0,982.0,Super Area,12.0,21.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103105,Mumbai,JL Tambe Nagar,JL Tambe Nagar,2,55500.0,778.0,Super Area,16.0,27.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST103619,Mumbai,Evershine Nagar,"Gokul Apartment, Evershine Nagar",2,66000.0,926.0,Carpet Area,60.0,77.0,2.0,Unfurnished,Family,Contact Agent
LST102531,Mumbai,Marol,"Blue Monarch, Marol",1,29000.0,378.0,Super Area,41.0,41.0,1.0,Semi-Furnished,Family,Contact Owner
LST101450,Mumbai,new panvel,new panvel,3,212000.0,1281.0,Carpet Area,41.0,41.0,4.0,Unfurnished,Bachelors/Family,Contact Agent
LST104712,Mumbai,Wadala,"Antop Hill, Wadala",2,82000.0,1036.0,Carpet Area,15.0,58.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104594,Mumbai,Bhakti Park,Bhakti Park,3,188500.0,1185.0,Super Area,1.0,8.0,4.0,Unfurnished,Bachelors,Contact Agent
LST104771,Mumbai,sunanda circal,sunanda circal,1,32500.0,345.0,Super Area,11.0,52.0,1.0,Semi-Furnished,Family,Contact Owner
LST103517,Mumbai,Marol Maroshi Road,"Kanakia Sevens, Marol Maroshi Road",3,138000.0,2003.0,Super Area,1.0,6.0,3.0,Unfurnished,Family,Contact Owner
LST103923,Mumbai,Jankalyan Nagar,"Ratan Silicon Park, Jankalyan Nagar",4,217500.0,1340.0,Carpet Area,10.0,15.0,4.0,Furnished,Bachelors/Family,Contact Agent
LST103462,Mumbai,Dahisar East,Dahisar East,1,21500.0,309.0,Carpet Area,5.0,17.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST100272,Mumbai,Lower Parel,Lower Parel,1,18500.0,225.0,Built Up Area,4.0,7.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST900014,Mumbai,Mount Mary,"Mount Marry, Mount Mary",3,69500.0,994.0,Super Area,5.0,23.0,2.0,Furnished,Bachelors,Contact Owner
LST103147,Mumbai,Bhandup West,"Mayuresh Srishti, Bhandup West",1,54500.0,504.0,Super Area,12.0,24.0,2.0,Unfurnished,Bachelors,Contact Agent
LST102318,Mumbai,Prabhadevi,Prabhadevi,2,65500.0,493.0,Carpet Area,3.0,62.0,2.0,Furnished,Family,Contact Owner
LST104733,Mumbai,Mira Road East,"SK Imperial Heights, Mira Road East",1,50500.0,554.0,Super Area,2.0,45.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST102889,Mumbai,Dadar West,"Purushottam Towers, Dadar West",1,28500.0,499.0,Carpet Area,11.0,12.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST103355,Mumbai,Cuffe Parade,Cuffe Parade,1,29500.0,723.0,Super Area,1.0,8.0,1.0,Unfurnished,Bachelors,Contact Agent
LST101503,Mumbai,Kandivali East,"Vishnu Shivam Tower, Thakur Village, Kandivali East",2,25000.0,689.0,Super Area,4.0,20.0,3.0,Furnished,Bachelors,Contact Agent
LST101036,Mumbai,Bhakti Park,"Odyssey Bhakti Park, Bhakti Park",2,116500.0,842.0,Super Area,29.0,34.0,1.0,Unfurnished,Family,Contact Agent
LST104861,Mumbai,Mira Road,"Bhairav Residency, Mira Road",1,28500.0,411.0,Super Area,14.0,48.0,2.0,Semi-Furnished,Family,Contact Agent
LST104562,Mumbai,Bhandup East,Bhandup East,3,69500.0,1073.0,Super Area,11.0,27.0,4.0,Unfurnished,Bachelors,Contact Agent
LST104446,Mumbai,Kanjurmarg East,Kanjurmarg East,3,164500.0,1470.0,Carpet Area,6.0,14.0,4.0,Unfurnished,Bachelors,Contact Owner
LST104353,Mumbai,Gomant Nagar,"Rustomjee Regency, Gomant Nagar",4,1136000.0,4518.0,Carpet Area,20.0,37.0,5.0,Furnished,Family,Contact Agent
LST103760,Mumbai,Kandivali West,"Acme Avenue, Kandivali West",2,217000.0,1400.0,Super Area,5.0,6.0,2.0,Unfurnished,Bachelors,Contact Owner
LST104634,Mumbai,Opera House,Opera House,3,66500.0,1157.0,Super Area,14.0,23.0,4.0,Semi-Furnished,Bachelors,Contact Owner
LST104421,Mumbai,Sion Koliwada,"Sion East, Sion Koliwada",2,60000.0,1077.0,Carpet Area,3.0,36.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST102046,Mumbai,Gandhi Market,Gandhi Market,4,182000.0,1899.0,Super Area,7.0,14.0,4.0,Semi-Furnished,Family,Contact Agent
LST103082,Mumbai,Mira Road,"RNA Broadway Avenue, Mira Road",2,53500.0,697.0,Carpet Area,0.0,4.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST100698,Mumbai,JVPD Scheme,JVPD Scheme,3,260000.0,1800.0,Carpet Area,10.0,11.0,4.0,Furnished,Family,Contact Agent
LST104599,Mumbai,Yari Road,"Rajesh Raj Classic, Yari Road",3,116500.0,894.0,Super Area,10.0,14.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST101414,Mumbai,Bhandup West,"Samarth Garden, Bhandup West",3,221500.0,1684.0,Carpet Area,6.0,16.0,4.0,Furnished,Family,Contact Agent
LST104869,Mumbai,Andheri West,"Flora Heights, Andheri West",2,53000.0,668.0,Carpet Area,9.0,16.0,3.0,Unfurnished,Family,Contact Agent
LST103408,Mumbai,Gomant Nagar,"Rustomjee Regency, Gomant Nagar",1,50000.0,564.0,Super Area,3.0,4.0,1.0,Furnished,Bachelors,Contact Owner
LST101371,Mumbai,Lokhandwala Complex,Lokhandwala Complex,2,34500.0,1106.0,Super Area,3.0,13.0,3.0,Unfurnished,Family,Contact Agent
LST102197,Mumbai,Malad West,"Lovedale Residences, Malad West",2,57500.0,811.0,Carpet Area,16.0,21.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST103143,Mumbai,Kandivali East,"Gokul Gagan, Thakur Village, Kandivali East",3,127500.0,1469.0,Super Area,3.0,3.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST104921,Mumbai,Hindu Colony,Hindu Colony,1,20000.0,250.0,Carpet Area,12.0,25.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST104102,Mumbai,Andheri East,Andheri East,2,35500.0,667.0,Carpet Area,5.0,6.0,3.0,Unfurnished,Bachelors,Contact Agent
LST103081,Mumbai,Kandivali East,"Ishwardas Bhuvan CHS, Kandivali East",1,40000.0,372.0,Carpet Area,16.0,17.0,2.0,Unfurnished,Family,Contact Agent
LST104371,Mumbai,Bhandup,Bhandup,1,70500.0,505.0,Super Area,18.0,26.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST104874,Mumbai,Walkeshwar,Walkeshwar,4,809000.0,1970.0,Super Area,15.0,25.0,4.0,Semi-Furnished,Bachelors,Contact Agent
LST102068,Mumbai,Thakur Complex,"Gokul Regency Apartment, Thakur Complex",3,126000.0,1230.0,Carpet Area,25.0,48.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101417,Mumbai,Marol,"Akruti Aneri, Marol",1,25000.0,440.0,Super Area,16.0,36.0,1.0,Unfurnished,Family,Contact Owner
LST101960,Mumbai,Dahisar East,Dahisar East,2,21000.0,563.0,Carpet Area,6.0,8.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST104135,Mumbai,Bhandup West,"Samarth Garden, Bhandup West",1,16000.0,426.0,Super Area,7.0,22.0,1.0,Furnished,Bachelors,Contact Owner
LST102827,Mumbai,Yari Road,"Rajesh Raj Classic, Yari Road",3,138500.0,1403.0,Super Area,15.0,23.0,4.0,Unfurnished,Bachelors/Family,Contact Owner
LST101339,Mumbai,Powai,"Raj Grandeur, Powai",2,59000.0,806.0,Super Area,10.0,21.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103928,Mumbai,Andheri East,"Eco Residency, Andheri East",4,169000.0,1424.0,Super Area,6.0,45.0,4.0,Semi-Furnished,Bachelors,Contact Agent
LST100856,Mumbai,Worli,Worli,3,120000.0,1200.0,Carpet Area,14.0,35.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101358,Mumbai,Morya Nagar,"Shreenath nagar, Morya Nagar",1,21500.0,538.0,Super Area,13.0,15.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST104616,Mumbai,Gandhi Market,Gandhi Market,2,47000.0,718.0,Super Area,0.0,3.0,3.0,Semi-Furnished,Family,Contact Agent
LST100236,Mumbai,Kandivali West,Kandivali West,1,14000.0,305.0,Carpet Area,6.0,24.0,1.0,Unfurnished,Bachelors,Contact Agent
LST103120,Mumbai,Lokhandwala Twp,"Godrej Tranquil, Lokhandwala Twp",3,98000.0,1219.5,Carpet Area,6.0,32.0,4.0,Semi-Furnished,Family,Contact Agent
LST101576,Mumbai,Azad Nagar Colaba,Azad Nagar Colaba,2,60500.0,616.0,Carpet Area,20.0,27.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102368,Mumbai,Kemps Corner,"The Primordial House, Kemps Corner",3,97500.0,1092.0,Super Area,0.0,21.0,3.0,Furnished,Bachelors,Contact Agent
LST104257,Mumbai,Mulund West,"Sheth Montana, Mulund West",3,103000.0,1219.5,Carpet Area,27.0,48.0,3.0,Furnished,Family,Contact Owner
LST102018,Mumbai,Amar Nagar,Amar Nagar,2,78500.0,854.0,Carpet Area,32.0,46.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST100220,Mumbai,Bhandup East,Bhandup East,1,25000.0,490.0,Super Area,7.0,8.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
