listing_id,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
L00628,2022-06-25,4,180000,2000,4 out of 14,Carpet Area,"Vertical Bliss, Bandra West",Mumbai,Furnished,Bachelors/Family,5,Contact Agent
L00629,2022-05-14,2,40000,700,2 out of 6,Carpet Area,Sher E Punjab Society,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00630,2022-05-28,2,50000,900,7 out of 15,Carpet Area,Oshiwara,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
L00631,2022-07-09,2,38000,650,10 out of 16,Carpet Area,"Nirmal Lifestyle, LBS Marg",Mumbai,Furnished,Family,2,Contact Agent
L00632,2022-06-04,4,310000,2600,Upper Basement out of 20,Carpet Area,Lokhandwala Complex,Mumbai,Unfurnished,Family,4,Contact Agent
L00633,2022-06-30,2,50000,680,5 out of 14,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00634,2022-07-06,3,65000,950,Upper Basement out of 9,Carpet Area,Tilak Nagar - Harbour Line,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L00635,2022-05-18,4,210000,1783,5 out of 20,Carpet Area,GREEN PARK,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L00636,2022-05-18,3,150000,1330,Upper Basement out of 40,Carpet Area,Lodha Ajuro tower lalbag,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
L00637,2022-06-10,1,32000,565,1 out of 8,Super Area,"Lake Bloom, Powai",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
L00638,2022-05-26,1,26000,450,4 out of 8,Carpet Area,Kalina,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
L00639,2022-06-08,2,60000,710,5 out of 18,Carpet Area,"Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00640,2022-07-09,3,190000,1514,34 out of 58,Carpet Area,"Bombay Dyeing Two ICC, Dadar East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
L00641,2022-06-16,3,100000,1080,5 out of 8,Carpet Area,Santacruz West,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
L00642,2022-05-14,2,35000,700,5 out of 8,Carpet Area,"MUKTA MAHEK, Thakur Complex",Mumbai,Unfurnished,Family,2,Contact Agent
L00643,2022-06-17,3,68000,890,11 out of 19,Carpet Area,"Kanakia Rainforest, Marol",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00644,2022-07-08,3,150000,1250,5 out of 8,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L00645,2022-06-04,1,18000,300,4 out of 6,Super Area,Vile Parle West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L00646,2022-07-06,2,55000,720,5 out of 7,Carpet Area,"Dheeraj Swapna Apartment, Pali Hill",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00647,2022-07-03,3,65000,825,20 out of 22,Carpet Area,Lokhandwala Complex,Mumbai,Furnished,Family,3,Contact Agent
L00648,2022-06-04,2,80000,500,1 out of 5,Carpet Area,Vile Parle East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
L00649,2022-07-06,2,53000,750,12 out of 19,Carpet Area,"Lake Florence, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00650,2022-06-17,2,80000,750,15 out of 18,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00651,2022-06-30,1,18000,360,3 out of 7,Carpet Area,"Anita, Lokhandwala Twp",Mumbai,Furnished,Bachelors/Family,1,Contact Agent
L00652,2022-06-23,4,250000,1545,65 out of 78,Carpet Area,"Trump Tower, Worli",Mumbai,Semi-Furnished,Family,5,Contact Agent
L00653,2022-07-07,1,17500,400,4 out of 4,Carpet Area,Evershine Nagar,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
L00654,2022-07-09,3,43000,750,6 out of 16,Carpet Area,Mahavir Nagar,Mumbai,Unfurnished,Family,2,Contact Agent
L00655,2022-05-26,1,13500,432,5 out of 8,Carpet Area,"Hiral Greens, Mira Road East",Mumbai,Unfurnished,Family,2,Contact Agent
L00656,2022-05-23,2,18000,780,17 out of 22,Carpet Area,"Man Opus, Mira Road",Mumbai,Unfurnished,Family,2,Contact Agent
L00657,2022-05-31,2,75000,695,4 out of 7,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
L00658,2022-07-07,1,18000,375,6 out of 24,Carpet Area,"Prasanna Vastu Chs, Jankalyan Nagar",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
L00659,2022-06-08,3,160000,1095,40 out of 75,Carpet Area,"Lodha The Park, Worli",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L00660,2022-05-31,1,32000,475,4 out of 4,Carpet Area,Shri Swami Samarth Nagar,Mumbai,Semi-Furnished,Family,2,Contact Agent
L00661,2022-06-07,2,55000,790,9 out of 15,Carpet Area,"Vijaya Heritage, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00662,2022-07-09,2,47000,661,19 out of 38,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00663,2022-06-21,2,35000,700,5 out of 7,Carpet Area,"Evershine Millenium Paradise, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00664,2022-06-08,1,15000,420,6 out of 7,Carpet Area,Dahisar East,Mumbai,Semi-Furnished,Family,1,Contact Agent
L00665,2022-07-03,2,50000,750,5 out of 7,Carpet Area,D.N. Nagar,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00666,2022-05-25,2,25500,950,Ground out of 4,Super Area,Dhanukar Wadi,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L00667,2022-07-04,5,350000,1880,15 out of 31,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,Family,5,Contact Agent
L00668,2022-06-09,3,55000,1350,11 out of 28,Carpet Area,"Ekta Meadows, Borivali East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
L00669,2022-06-04,1,25000,330,4 out of 6,Super Area,Mazgaon,Mumbai,Semi-Furnished,Family,1,Contact Owner
L00670,2022-06-04,2,50000,750,8 out of 16,Carpet Area,"Safal Saraswati, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00671,2022-06-12,2,65000,925,10 out of 22,Carpet Area,"MJ Shah Centrio, Chembur",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
L00672,2022-05-14,3,50000,1150,17 out of 24,Carpet Area,"Benzer Tower, Thakur Complex",Mumbai,Semi-Furnished,Family,3,Contact Agent
L00673,2022-06-17,3,65000,1105,15 out of 19,Carpet Area,"Hillcrest, Chakala MIDC",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
L00674,2022-05-18,3,160000,1050,9 out of 10,Carpet Area,Khar,Mumbai,Furnished,Bachelors,3,Contact Agent
L00675,2022-06-27,1,25000,410,4 out of 8,Carpet Area,Friends Colony,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
L00676,2022-06-30,1,32000,460,7 out of 12,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00677,2022-05-22,1,21000,600,2 out of 2,Super Area,Reay road east,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L00678,2022-06-05,1,20000,570,6 out of 7,Super Area,"Leo Ratnakar, Mahavir Nagar",Mumbai,Furnished,Bachelors/Family,2,Contact Owner
L00679,2022-07-05,2,55000,720,8 out of 20,Carpet Area,Chembur East,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
L00680,2022-05-11,1,32000,500,4 out of 4,Carpet Area,Chirag Nagar,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
L00681,2022-05-18,4,150000,1460,11 out of 13,Carpet Area,"Insignia, Bandra East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
L00682,2022-06-08,1,30000,415,5 out of 8,Carpet Area,"Ekta Meadows, Borivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent
L00683,2022-06-01,3,150000,1400,6 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L00684,2022-06-16,1,27000,270,1 out of 4,Carpet Area,Mumbai Central,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
L00685,2022-07-09,2,47000,585,7 out of 8,Carpet Area,Gokuldham,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00686,2022-05-17,4,150000,1755,9 out of 19,Carpet Area,"Ekta Legranz, Chembur",Mumbai,Unfurnished,Family,4,Contact Agent
L00687,2022-05-14,1,27000,550,4 out of 7,Carpet Area,Borivali West,Mumbai,Furnished,Family,2,Contact Owner
L00688,2022-07-09,3,160000,1300,37 out of 51,Carpet Area,"Lodha Primero, Mahalakshmi",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
L00689,2022-06-20,2,100000,1200,6 out of 11,Super Area,Mount Mary,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
L00690,2022-07-06,2,45002,600,9 out of 17,Carpet Area,"Raheja Vista, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00691,2022-07-06,2,48000,700,8 out of 15,Carpet Area,"Sundew CHS, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00692,2022-06-16,1,18000,385,11 out of 20,Carpet Area,"Garden View Apartment, Aarey Milk Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
L00693,2022-05-18,1,7500,500,2 out of 2,Carpet Area,Suram Park Society,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner
L00694,2022-06-13,2,50000,850,10 out of 23,Carpet Area,Film City,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00695,2022-07-09,3,55000,900,Upper Basement out of 10,Carpet Area,Chikuwadi,Mumbai,Semi-Furnished,Family,2,Contact Agent
L00696,2022-07-07,1,26000,400,4 out of 7,Carpet Area,"Dheeraj Kiran CHS Walad West, Sunder Nagar",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
L00697,2022-06-29,2,17000,600,7 out of 23,Carpet Area,"DB Ozone, Mira Road",Mumbai,Unfurnished,Bachelors,2,Contact Owner
L00698,2022-05-14,2,40000,750,5 out of 8,Carpet Area,"Vasant Marvel, Magathane",Mumbai,Semi-Furnished,Family,2,Contact Agent
L00699,2022-06-27,2,43000,628,4 out of 11,Carpet Area,Andheri East,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00700,2022-07-09,3,140000,1330,17 out of 43,Carpet Area,"Lodha Altia, Wadala East",Mumbai,Unfurnished,Bachelors,4,Contact Agent
L00701,2022-07-06,3,140000,1064,7 out of 22,Carpet Area,"Rustomjee Seasons, Bandra East",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
L00702,2022-05-23,3,120000,1200,14 out of 18,Carpet Area,"Stellar Tower, Lokhandwala Complex",Mumbai,Furnished,Family,3,Contact Agent
L00703,2022-05-28,4,400000,2200,6 out of 10,Carpet Area,Juhu,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
L00704,2022-07-07,2,21000,630,8 out of 12,Carpet Area,Beverly Park,Mumbai,Semi-Furnished,Family,2,Contact Agent
L00705,2022-06-30,2,40000,650,3 out of 7,Carpet Area,Sindhi Society Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00706,2022-05-31,2,40000,845,7 out of 8,Super Area,Vikhroli West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
L00707,2022-07-09,3,230000,1915,3 out of 18,Super Area,"Ashok tower, Parel",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L00708,2022-06-12,2,20000,900,7 out of 7,Super Area,Mira Road,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L00709,2022-05-18,2,60000,807,14 out of 58,Carpet Area,"Auris Serenity, Malad West",Mumbai,Unfurnished,Bachelors,2,Contact Agent
L00710,2022-05-27,2,35000,1100,Ground out of 3,Super Area,Mulund East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L00711,2022-06-08,3,300000,1600,18 out of 23,Super Area,"Chaitanya Towers, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Owner
L00712,2022-05-25,2,6500,790,3 out of 7,Super Area,"Deep Heights, Nalasopara",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
L00713,2022-05-05,1,15000,380,19 out of 19,Carpet Area,sra,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
L00714,2022-07-07,2,38000,650,4 out of 10,Carpet Area,"Ahimsa Marg, Mindspace",Mumbai,Unfurnished,Family,2,Contact Agent
L00715,2022-05-27,2,35000,800,9 out of 20,Carpet Area,Borivali East,Mumbai,Semi-Furnished,Family,2,Contact Agent
L00716,2022-05-10,2,32000,830,13 out of 14,Super Area,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L00717,2022-05-29,1,16000,410,Ground out of 4,Carpet Area,Mamletdarwadi,Mumbai,Unfurnished,Bachelors,1,Contact Owner
L00718,2022-06-01,1,33000,428,7 out of 11,Carpet Area,"Crescent Solitaire, Sakinaka Junction",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00719,2022-05-23,1,8500,550,3 out of 5,Super Area,Thane-Kalyan-Dombivli,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L00720,2022-06-17,2,60000,630,11 out of 22,Carpet Area,Central Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent
L00721,2022-06-27,1,20000,550,5 out of 7,Super Area,Rock garden Chs,Mumbai,Unfurnished,Bachelors,2,Contact Owner
L00722,2022-05-28,1,38000,450,4 out of 8,Carpet Area,"Juveria Apartment, Mazgaon",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00723,2022-06-04,2,100000,750,Upper Basement out of 30,Carpet Area,"Lodha NCP Commercial , Wadala",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00724,2022-06-25,2,65000,800,12 out of 14,Carpet Area,"Kabra Centroid, Santacruz East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00725,2022-07-01,3,80000,1050,16 out of 31,Carpet Area,"HDIL Metropolis, Andheri West",Mumbai,Furnished,Family,3,Contact Agent
L00726,2022-07-06,2,85000,850,1 out of 8,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,2,Contact Agent
L00727,2022-06-20,4,600000,2500,12 out of 13,Carpet Area,"Mount Marry, Bandra West",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
L00728,2022-06-23,3,150000,2000,6 out of 7,Carpet Area,"Saraswati Sadan, Parel",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
L00729,2022-07-06,3,130000,1330,11 out of 51,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
L00730,2022-06-10,3,55000,950,2 out of 12,Carpet Area,Srishti Complex,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
L00731,2022-06-16,1,23000,435,9 out of 22,Carpet Area,Kandivali West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
L00732,2022-06-04,3,95000,1300,8 out of 16,Carpet Area,"Bharat Ark, Andheri West",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent
L00733,2022-04-29,2,40000,650,Ground out of 4,Super Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
L00734,2022-07-06,3,180000,1550,22 out of 24,Carpet Area,Lower Parel,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L00735,2022-07-04,1,25000,380,3 out of 4,Carpet Area,Irla,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
L00736,2022-05-31,4,140000,1454,7 out of 14,Carpet Area,Central Avenue Road,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
L00737,2022-06-01,2,55000,860,9 out of 20,Carpet Area,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Family,2,Contact Agent
L00738,2022-06-14,2,46000,680,4 out of 7,Carpet Area,"Trans Residency, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00739,2022-07-04,1,22000,433,2 out of 7,Carpet Area,"Highway Park Apartment, Kandivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent
L00740,2022-06-27,2,55100,710,10 out of 22,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00741,2022-07-06,2,65000,700,5 out of 7,Carpet Area,Mahim,Mumbai,Furnished,Bachelors,2,Contact Agent
L00742,2022-05-26,1,33000,550,Ground out of 4,Carpet Area,"Supreme Divine Light CHS, Chakala",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
L00743,2022-06-25,4,320000,2700,10 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
L00744,2022-05-10,1,33000,350,Ground out of 5,Super Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
L00745,2022-05-10,1,25000,490,7 out of 8,Super Area,Bhandup East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L00746,2022-07-09,3,300000,1225,5 out of 13,Carpet Area,"Mount Marry, Mount Mary",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
L00747,2022-06-28,3,100000,1286,7 out of 21,Carpet Area,"Lodha Bel Air, Jogeshwari West",Mumbai,Unfurnished,Bachelors/Family,5,Contact Agent
L00748,2022-05-14,1,33000,425,5 out of 7,Carpet Area,Collector Colony,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00749,2022-07-06,2,35000,550,7 out of 7,Carpet Area,90 ft road,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
L00750,2022-07-09,3,130000,1224,14 out of 21,Carpet Area,Mumbai Central,Mumbai,Unfurnished,Family,3,Contact Agent
L00751,2022-07-09,3,80000,950,17 out of 25,Carpet Area,Byculla West,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
L00752,2022-06-04,1,10000,425,9 out of 14,Carpet Area,"Nicon Infinity, Vasai East",Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
L00753,2022-06-03,3,92500,1000,6 out of 7,Carpet Area,"Rustomjee Central Park, Chakala",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
L00754,2022-07-07,2,57000,710,15 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00755,2022-07-06,3,170000,1300,5 out of 8,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L00756,2022-05-13,1,29999,433,8 out of 20,Carpet Area,"Altavista, Sion Trombay Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00757,2022-05-14,2,42000,650,8 out of 15,Carpet Area,Kings Circle,Mumbai,Furnished,Bachelors,2,Contact Agent
L00758,2022-07-09,3,330000,1650,8 out of 27,Carpet Area,buena vista,Mumbai,Furnished,Bachelors,4,Contact Agent
L00759,2022-04-29,2,24000,600,1 out of 5,Super Area,Mulund West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L00760,2022-05-05,2,35000,850,3 out of 6,Super Area,Malad West,Mumbai,Semi-Furnished,Family,2,Contact Owner
L00761,2022-07-07,1,14000,305,6 out of 24,Carpet Area,Kandivali West,Mumbai,Unfurnished,Bachelors,1,Contact Agent
L00762,2022-06-12,2,45000,490,2 out of 3,Carpet Area,Gandhi Market,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
L00763,2022-05-24,2,36000,690,4 out of 8,Carpet Area,Mulund West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
L00764,2022-05-31,2,53500,635,17 out of 20,Carpet Area,"Nahar Jonquille and Jamaica, Chandivali",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00765,2022-07-07,3,80000,1100,18 out of 22,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
L00766,2022-06-27,1,7500,250,1 out of 7,Super Area,Chinmay Gaurang Infrastructure Old Panvel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
L00767,2022-06-23,3,140000,1200,9 out of 30,Carpet Area,Worli Sea Face,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
L00768,2022-06-23,2,95000,750,2 out of 7,Carpet Area,"Queens Palace, Bandra West",Mumbai,Unfurnished,Bachelors,2,Contact Agent
L00769,2022-06-06,3,130000,1100,3 out of 8,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
L00770,2022-06-01,2,45000,700,4 out of 7,Carpet Area,"Bindra Complex , Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L00771,2022-06-23,2,110000,1150,11 out of 26,Carpet Area,"Ivory Tower, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00772,2022-06-28,3,120000,1379,17 out of 27,Carpet Area,Parmanand Wadi,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
L00773,2022-06-23,1,60000,500,9 out of 10,Carpet Area,"Vaibhav Apartments, Dadar West",Mumbai,Furnished,Bachelors/Family,1,Contact Agent
L00774,2022-06-26,3,120000,1400,10 out of 32,Super Area,"Avarsekar Heights, Worli",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
L00775,2022-06-30,1,40000,390,4 out of 12,Carpet Area,Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
L00776,2022-06-04,2,50000,935,2 out of 6,Super Area,Andheri West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
L00777,2022-05-27,2,36000,535,12 out of 16,Carpet Area,Ghatkopar West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
L00778,2022-06-10,3,150000,1250,6 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L00779,2022-06-12,4,230000,3700,5 out of 20,Carpet Area,"Lake Superior, Powai",Mumbai,Furnished,Bachelors/Family,4,Contact Agent
L00780,2022-06-28,1,25000,350,10 out of 24,Carpet Area,Lower Parel,Mumbai,Unfurnished,Bachelors,2,Contact Agent
L00781,2022-05-27,3,190000,1350,65 out of 76,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Family,4,Contact Agent
L00782,2022-04-27,3,61000,1550,5 out of 20,Carpet Area,"Lovedale Residences, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L00783,2022-06-27,3,70000,1100,7 out of 10,Carpet Area,"Kohinoor City Phase II, Holly Cross Church Chowk",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
L00784,2022-06-16,3,42000,950,5 out of 7,Carpet Area,Mulund East,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
L00785,2022-06-10,1,27000,400,1 out of 7,Carpet Area,Govandi Station Road,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
L00786,2022-06-23,2,60000,700,3 out of 4,Carpet Area,Irla,Mumbai,Furnished,Bachelors,2,Contact Agent
L00787,2022-05-23,3,85000,850,3 out of 4,Super Area,Sion East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
L00788,2022-06-30,2,75000,900,7 out of 9,Carpet Area,"Marine Palace, Marine Lines",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
L00789,2022-05-14,3,200000,1208,5 out of 14,Carpet Area,Khar West,Mumbai,Unfurnished,Bachelors,3,Contact Agent
L00790,2022-07-09,3,170000,1150,8 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L00791,2022-06-15,3,180000,1600,17 out of 60,Carpet Area,"Island City Centre, Dadar TT Circle",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
L00792,2022-07-06,2,55000,700,10 out of 11,Carpet Area,"Shiv Bhagtani Manor 3A, Powai",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
L00793,2022-06-13,5,600000,3200,10 out of 16,Carpet Area,Bandra East,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
L00794,2022-05-23,1,18000,330,20 out of 22,Super Area,Antop Hill,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
L00795,2022-06-04,1,19000,225,18 out of 25,Super Area,Worli,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
L00796,2022-06-23,3,150000,1050,5 out of 7,Carpet Area,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
L00797,2022-05-19,1,18500,225,4 out of 7,Carpet Area,Lower Parel,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
